,ZIP,date,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Land_Sq_Mi,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,places,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,first,last,low_income,middle_income,high_income,stay_home_ratio,new1day_after,new2day_after,new3day_after,new4day_after,new5day_after,new6day_after,new7day_after,new8day_after,new9day_after,new10day_after,new11day_after,ave_new7_10after,ave_new6_9after,ave_new8_11after
822,90029,2020/3/26,2,1,801,4383,367,656,24,96,37898,1,27825,5.28E-05,2.64E-05,"East Hollywood,Little Armenia,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/22,2020/5/27,TRUE,FALSE,FALSE,2.182561308,1,2,1,4,4,1,0,10,5,4,5,4.75,4,6
823,90031,2020/3/26,1,0,984,4804,422,747,27,97,38535,3,11159,2.60E-05,0,"Lincoln Heights,Elysian Valley,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/23,2020/5/27,TRUE,FALSE,FALSE,2.331753555,1,0,1,0,2,1,1,0,5,0,1,1.5,1.75,1.5
824,90033,2020/3/26,7,2,1216,5754,527,734,44,94,47583,3,14564,0.000147111,4.20E-05,"Boyle Heights,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,TRUE,FALSE,FALSE,2.30740038,1,0,2,1,0,4,5,8,8,1,3,5.5,6.25,5
825,90034,2020/3/26,20,4,1525,18539,706,952,13,99,55652,3,17888,0.000359376,7.19E-05,"Beverlywood,Palms,Reynier Village,Regent Square,Faircrest Heights,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.160056657,4,5,6,2,6,5,1,6,6,3,5,4,4.5,5
826,90035,2020/3/26,9,2,647,2994,300,1114,10,99,28085,2,13646,0.000320456,7.12E-05,"Crestview,South Carthay,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.156666667,5,2,3,4,0,3,7,6,0,6,7,4.75,4,4.75
827,90036,2020/3/26,21,5,1238,5063,546,913,19,98,37988,2,15373,0.000552806,0.000131621,"Park La Brea,Miracle Mile,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.267399267,2,1,1,1,2,4,1,0,2,4,0,1.75,1.75,1.5
828,90037,2020/3/26,2,1,1749,4861,736,723,17,98,65016,2,22909,3.08E-05,1.54E-05,"South Park,Vermont Square,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/23,2020/5/27,TRUE,FALSE,FALSE,2.376358696,2,1,0,0,1,6,5,3,2,6,2,4,4,3.25
829,90039,2020/3/26,11,5,585,6968,260,938,25,97,29589,3,7848,0.00037176,0.000168982,"Silver Lake,Atwater Village,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.25,1,3,2,2,2,5,0,13,8,14,4,8.75,6.5,9.75
830,90041,2020/3/26,3,1,900,13202,387,926,114,89,29516,3,8176,0.00010164,3.39E-05,"Eagle Rock,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.325581395,1,4,0,0,2,1,2,1,4,3,1,2.5,2,2.25
831,90042,2020/3/26,3,1,1254,4635,519,976,13,99,63911,4,13759,4.69E-05,1.56E-05,"Highland Park,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,2.416184971,2,1,2,1,0,0,1,1,4,0,2,1.5,1.5,1.75
832,90043,2020/3/26,7,1,1434,7261,610,711,38,95,44627,4,10795,0.000156856,2.24E-05,"West Vernon,Hyde Park,View Heights,View Park/Windsor Hills,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,TRUE,FALSE,FALSE,2.350819672,1,2,3,3,5,4,4,6,8,0,7,4.5,5.5,5.25
833,90044,2020/3/26,3,2,2792,6243,1176,750,23,97,96436,5,18772,3.11E-05,2.07E-05,"Vermont Knolls,Harvard Park,Figueroa Park Square,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,TRUE,FALSE,FALSE,2.37414966,2,1,0,1,1,4,3,3,8,6,8,5,4.5,6.25
834,90045,2020/3/26,7,2,1230,291725,452,799,260,75,41149,10,3836,0.000170113,4.86E-05,"Westchester,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.721238938,1,4,5,0,0,1,0,4,1,1,1,1.5,1.5,1.75
835,90046,2020/3/26,27,4,1280,11942,534,637,30,96,50587,5,8750,0.000533734,7.91E-05,"Hollywood,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/18,2020/5/27,FALSE,TRUE,FALSE,2.397003745,3,8,6,5,12,6,4,2,11,12,4,7.25,5.75,7.25
836,90049,2020/3/26,42,8,1090,5959,510,1113,52,96,36964,15,2460,0.001136241,0.000216427,"Brentwood,Mandeville Canyon,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.137254902,2,1,2,1,2,3,3,2,2,3,0,2.5,2.5,1.75
837,90059,2020/3/26,1,0,1086,7827,439,727,26,97,45952,3,13870,2.18E-05,0,"Willowbrook,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/24,2020/5/27,TRUE,FALSE,FALSE,2.4738041,0,0,0,1,0,3,1,2,2,2,2,1.75,2,2
838,90061,2020/3/26,6,2,839,6978,316,638,34,95,27646,2,10385,0.00021703,7.23E-05,"Century Palms/Cove, Athens",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/18,2020/5/27,TRUE,FALSE,FALSE,2.655063291,0,2,3,0,2,1,0,2,2,2,2,1.5,1.25,2
839,90065,2020/3/26,5,2,1139,5335,511,911,21,98,47887,5,9071,0.000104412,4.18E-05,"Mt. Washington,Glassell Park,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,2.228962818,3,3,0,1,3,5,2,9,8,2,4,5.25,6,5.75
840,90066,2020/3/26,17,6,1256,6958,599,1051,16,99,59394,4,12064,0.000286224,0.00010102,"Mar Vista,Del Rey,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.096828047,0,1,3,6,2,6,6,4,4,3,1,4.25,5,3
841,90068,2020/3/26,22,11,661,23270,279,672,24,97,20982,7,2754,0.001048518,0.000524259,"Hollywood Hills,Los Feliz,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/18,2020/5/27,FALSE,TRUE,FALSE,2.369175627,3,5,4,5,5,4,4,5,1,2,0,3,3.5,2
842,90069,2020/3/26,35,4,541,6695,237,739,58,93,20435,2,9666,0.001712748,0.000195743,"West Hollywood,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.282700422,7,8,2,1,3,8,4,5,8,2,3,4.75,6.25,4.5
843,90094,2020/3/26,8,3,251,3146,126,1092,0,100,9368,0,15332,0.000853971,0.000320239,"Playa Vista,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,1.992063492,1,0,0,0,2,0,0,1,0,0,2,0.25,0.25,0.75
844,90201,2020/3/26,5,1,2464,5738,1036,822,34,96,102433,5,17253,4.88E-05,9.76E-06,"Bell Gardens,Bell,Cudahy,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/25,2020/5/27,TRUE,FALSE,FALSE,2.378378378,4,1,1,6,3,8,3,4,6,9,4,5.5,5.25,5.75
845,90210,2020/3/26,15,2,1181,512079,485,752,82,90,19909,10,1966,0.000753428,0.000100457,"Beverly Hills,Beverly Crest,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.435051546,7,3,4,5,8,6,7,8,8,6,0,7.25,7.25,5.5
846,90220,2020/3/26,5,3,1626,6886,657,710,33,96,53703,6,7770,9.31E-05,5.59E-05,"Compton,Rancho Dominguez,West Rancho Dominguez,Rosewood/West Rancho Dominguez,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/23,2020/5/27,FALSE,TRUE,FALSE,2.474885845,2,2,3,2,3,3,5,2,6,3,2,4,4,3.25
847,90230,2020/3/26,8,2,957,4598,436,1008,10,99,32808,4,7277,0.000243843,6.10E-05,"Culver City,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.194954128,1,1,2,5,1,2,2,1,3,3,1,2.25,2,2
848,90241,2020/3/26,10,5,1587,5483,649,868,27,97,44143,4,8963,0.000226536,0.000113268,"Downey,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,2.445300462,2,6,1,6,6,6,6,4,5,16,3,7.75,5.25,7
849,90245,2020/3/26,2,0,711,5200,306,1005,37,96,16850,5,3084,0.000118694,0,"El Segundo,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.323529412,1,0,0,0,0,0,0,4,1,1,0,1.5,1.25,1.5
850,90247,2020/3/26,4,3,1344,5636,555,830,33,96,47531,3,12661,8.42E-05,6.31E-05,"Gardena,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.421621622,1,1,0,1,5,2,3,3,3,7,0,4,2.75,3.25
851,90248,2020/3/26,3,1,279,5763,111,847,14,98,11512,4,2452,0.000260598,8.69E-05,"Harbor Gateway,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,2.513513514,1,0,0,2,3,0,2,2,2,3,3,2.25,1.5,2.5
852,90250,2020/3/26,9,1,2975,6199,1384,847,19,98,96836,6,14463,9.29E-05,1.03E-05,"Hawthorne,Unincorporated - Hawthorne,Wiseburn,Del Aire,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.149566474,3,4,0,3,6,3,4,4,2,7,9,4.25,3.25,5.5
853,90262,2020/3/26,6,3,1820,6335,740,783,23,97,70936,4,14677,8.46E-05,4.23E-05,"Lynwood,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.459459459,2,5,1,2,2,2,1,2,5,9,6,4.25,2.5,5.5
854,90265,2020/3/26,4,1,642,47697,214,665,365,65,18389,107,170,0.000217521,5.44E-05,"Santa Monica Mountains,Malibu,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,3,1,0,0,0,0,1,4,2,1,4,1,2.75,2,2
855,90266,2020/3/26,21,4,1214,44103,602,1190,4,100,35573,3,9037,0.000590335,0.000112445,"Manhattan Beach,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.016611296,1,1,4,4,9,1,2,2,1,0,2,1.25,1.5,1.25
856,90270,2020/3/26,1,1,564,4238,239,841,13,98,27454,1,21754,3.64E-05,3.64E-05,"Maywood,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/26,2020/5/27,TRUE,FALSE,FALSE,2.359832636,0,1,2,1,1,2,2,0,4,1,2,1.75,2,1.75
857,90272,2020/3/26,12,3,821,2949,375,1206,7,99,22551,22,987,0.000532127,0.000133032,"Pacific Palisades,Palisades Highlands,",3,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,FALSE,TRUE,2.189333333,1,1,5,3,4,1,1,1,1,0,0,0.75,1,0.5
858,90275,2020/3/26,8,2,1607,5099,815,1180,6,99,42421,13,3138,0.000188586,4.71E-05,"Lawndale,Rancho Palos Verdes,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,1.971779141,1,2,1,2,5,4,5,4,5,4,8,4.5,4.5,5.25
859,90278,2020/3/26,20,11,1411,3750,696,1070,6,99,40649,3,11281,0.000492017,0.000270609,"Redondo Beach,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.027298851,3,1,5,5,5,11,4,6,2,2,3,3.5,5.75,3.25
860,90280,2020/3/26,4,2,2608,5942,1087,839,25,97,95103,7,13018,4.21E-05,2.10E-05,"South Gate,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/22,2020/5/27,FALSE,TRUE,FALSE,2.399264029,0,7,1,2,5,6,5,5,7,10,6,6.75,5.75,7
861,90291,2020/3/26,11,2,520,9288,208,814,43,95,27525,2,11018,0.000399637,7.27E-05,"Venice,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.5,0,2,4,1,0,0,2,0,0,5,0,1.75,0.5,1.25
862,90403,2020/3/26,21,3,507,3332,228,916,22,98,24354,1,17054,0.000862281,0.000123183,"Santa Monica,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.223684211,7,10,3,6,2,4,3,6,3,3,6,3.75,4,4.5
863,90503,2020/3/26,14,5,1836,3638,872,1166,9,99,44908,5,8478,0.000311748,0.000111339,"Torrance,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.105504587,7,11,2,9,10,10,6,7,9,1,6,5.75,8,5.75
864,90602,2020/3/26,3,0,853,6448,358,870,30,97,25981,3,7001,0.000115469,0,"Whittier,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.382681564,1,2,2,0,4,3,1,0,5,2,2,2,2.25,2.25
865,90604,2020/3/26,4,1,1738,5442,762,997,13,99,42063,4,9871,9.51E-05,2.38E-05,"South Whittier,East La Mirada,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.280839895,1,2,0,0,3,1,1,2,2,2,2,1.75,1.5,2
866,90606,2020/3/26,1,1,925,6851,387,883,19,98,32803,3,8671,3.05E-05,3.05E-05,"West Whittier/Los Nietos,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.390180879,0,0,0,0,0,0,1,1,4,1,0,1.75,1.5,1.5
867,90638,2020/3/26,5,1,2293,11347,863,909,143,86,49383,7,6275,0.000101249,2.02E-05,"La Mirada,East Whittier,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.657010429,1,1,1,0,1,1,2,0,2,2,1,1.5,1.25,1.25
868,90640,2020/3/26,1,0,2038,5881,875,942,23,98,63177,8,7440,1.58E-05,0,"Montebello,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/21,2020/5/27,FALSE,TRUE,FALSE,2.329142857,1,1,1,0,1,2,2,1,1,6,3,2.5,1.5,2.75
869,90650,2020/3/26,9,7,3573,6555,1554,925,21,98,105886,9,10793,8.50E-05,6.61E-05,"Norwalk,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,2.299227799,0,3,0,3,6,0,5,4,8,11,1,7,4.25,6
870,90660,2020/3/26,2,1,1954,6706,819,815,24,97,63380,7,8178,3.16E-05,1.58E-05,"Pico Rivera,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,2.385836386,0,3,0,1,3,5,1,2,10,4,1,4.25,4.5,4.25
871,90703,2020/3/26,2,0,2210,4700,1078,1139,7,99,50963,8,5806,3.92E-05,0,"Cerritos,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/21,2020/5/27,FALSE,TRUE,FALSE,2.050092764,1,0,3,1,1,2,2,1,4,5,3,3,2.25,3.25
872,90706,2020/3/26,8,1,2655,6583,1074,841,30,97,77529,6,12693,0.000103187,1.29E-05,"Bellflower,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/22,2020/5/27,FALSE,TRUE,FALSE,2.472067039,2,2,2,3,3,3,1,2,4,2,5,2.25,2.5,3.25
873,90710,2020/3/26,1,1,1008,7728,408,879,33,96,28185,2,11947,3.55E-05,3.55E-05,"Harbor City,Harbor Pines,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.470588235,0,0,1,2,1,2,1,7,3,1,1,3,3.25,3
874,90713,2020/3/26,7,3,1221,4426,518,1120,16,99,29061,3,8562,0.000240873,0.000103231,"Lakewood,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.357142857,1,3,1,1,3,2,3,3,4,1,3,2.75,3,2.75
875,90717,2020/3/26,12,3,697,4890,307,851,13,98,21696,1,10957,0.000553097,0.000138274,"Lomita,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.270358306,0,1,0,0,0,0,0,5,1,2,2,2,1.5,2.5
876,90723,2020/3/26,4,1,1457,6408,628,783,30,96,54776,4,11691,7.30E-05,1.83E-05,"Paramount,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/22,2020/5/27,FALSE,TRUE,FALSE,2.320063694,1,0,1,1,1,2,3,4,2,4,3,3.25,2.75,3.25
877,90731,2020/3/26,5,1,1758,6488,696,795,41,95,61850,9,6717,8.08E-05,1.62E-05,"San Pedro,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.525862069,3,1,1,1,3,0,5,6,0,1,5,3,2.75,3
878,90744,2020/3/26,5,1,1417,6255,569,726,41,95,57206,8,6862,8.74E-05,1.75E-05,"Wilmington,",1,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/22,2020/5/27,TRUE,FALSE,FALSE,2.490333919,0,2,3,0,2,1,0,3,3,0,1,1.5,1.75,1.75
879,90746,2020/3/26,21,12,866,7039,347,586,52,92,26996,5,4628,0.000777893,0.00044451,"Carson,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.495677233,0,5,2,7,4,5,11,8,6,14,10,9.75,7.5,9.5
880,90755,2020/3/26,54,13,401,5052,188,1001,8,99,11074,2,5082,0.004876287,0.001173921,"Long Beach,Signal Hill,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.132978723,17,18,11,7,17,16,0,32,27,15,17,18.5,18.75,22.75
881,91001,2020/3/26,6,1,1090,4972,481,948,17,98,37711,8,4558,0.000159105,2.65E-05,"Altadena,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.266112266,3,1,0,0,2,2,2,0,2,7,1,2.75,1.5,2.5
882,91007,2020/3/26,6,2,1279,4263,661,1247,4,100,34523,5,6210,0.000173797,5.79E-05,"Arcadia,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,1.93494705,0,2,1,0,1,2,0,1,0,1,2,0.5,0.75,1
883,91008,2020/3/26,2,1,33,4404,17,1235,0,100,1391,2,687,0.001437815,0.000718907,"Duarte,Bradbury,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/23,2020/5/27,FALSE,TRUE,FALSE,1.941176471,1,0,0,0,0,0,0,0,0,0,0,0,0,0
884,91011,2020/3/26,6,3,794,4311,386,1323,5,100,20423,11,1722,0.000293786,0.000146893,"La Canada Flintridge,",3,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/21,2020/5/27,FALSE,FALSE,TRUE,2.056994819,1,2,0,1,0,0,0,1,2,3,0,1.5,0.75,1.5
885,91016,2020/3/26,2,1,1479,3630,664,932,24,97,41671,8,4910,4.80E-05,2.40E-05,"Monrovia,Unincorporated - Monrovia,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.227409639,3,0,0,0,1,2,0,1,1,2,5,1,1,2.25
886,91030,2020/3/26,4,1,845,3974,400,1096,8,99,25794,3,7562,0.000155075,3.88E-05,"South Pasadena,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.1125,1,0,2,0,1,1,0,0,2,1,0,0.75,0.75,0.75
887,91040,2020/3/26,1,0,1010,6694,449,1003,17,98,20207,8,2463,4.95E-05,0,"Sunland,Lakeview Terrace,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/21,2020/5/27,FALSE,TRUE,FALSE,2.249443207,1,0,0,0,8,4,3,2,0,4,1,2.25,2.25,1.75
888,91042,2020/3/26,2,1,1079,6569,472,926,26,97,26631,49,533,7.51E-05,3.76E-05,"Tujunga,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.286016949,0,0,1,1,1,0,0,2,1,2,2,1.25,0.75,1.75
889,91104,2020/3/26,10,3,1004,5448,453,993,15,99,37974,3,9985,0.000263338,7.90E-05,"Pasadena,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.216335541,0,0,0,15,0,8,10,10,5,0,14,6.25,8.25,7.25
890,91208,2020/3/26,23,11,514,5059,229,1223,9,99,13538,3,3551,0.001698922,0.000812528,"Glendale,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.244541485,6,7,10,16,14,10,7,10,15,11,13,10.75,10.5,12.25
891,91301,2020/3/26,5,2,1249,3979,619,1217,9,99,25631,34,751,0.000195076,7.80E-05,"Agoura Hills,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/23,2020/5/27,FALSE,TRUE,FALSE,2.017770598,1,3,0,0,2,1,4,2,1,1,0,2,2,1
892,91302,2020/3/26,5,1,1399,4032,715,1342,3,100,26634,26,997,0.00018773,3.75E-05,"Calabasas,Hidden Hills,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,1.956643357,2,3,0,1,2,0,0,3,0,4,0,1.75,0.75,1.75
893,91304,2020/3/26,7,1,2103,4789,969,1015,15,99,53761,9,5716,0.000130206,1.86E-05,"West Hills,Canoga Park,Lake Manor,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.170278638,2,1,1,2,6,3,7,5,12,7,7,7.75,6.75,7.75
894,91306,2020/3/26,3,0,1592,4602,709,963,17,98,49158,4,11879,6.10E-05,0,"Winnetka,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.245416079,0,5,1,0,1,1,4,3,7,4,6,4.5,3.75,5
895,91311,2020/3/26,1,1,1758,5072,821,1009,10,99,40420,32,1260,2.47E-05,2.47E-05,"Chatsworth,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.141291108,2,1,4,2,4,4,2,1,2,3,3,2,2.25,2.25
896,91316,2020/3/26,21,8,842,4536,424,1175,8,99,29964,5,5984,0.000700841,0.000266987,"Encino,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,1.985849057,2,3,1,2,1,2,1,2,4,0,2,1.75,2.25,2
897,91326,2020/3/26,2,1,1776,5186,918,1280,4,100,37035,8,4539,5.40E-05,2.70E-05,"Porter Ranch,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,1.934640523,0,1,3,0,2,0,4,0,4,5,1,3.25,2,2.5
898,91330,2020/3/26,4,2,174,45291,21,0,1251,0,3273,0,9598,0.00122212,0.00061106,"Northridge,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,8.285714286,3,1,0,0,1,3,2,3,4,2,1,2.75,3,2.5
899,91331,2020/3/26,3,2,2675,7428,1108,850,30,97,105799,8,11950,2.84E-05,1.89E-05,"Arleta,Pacoima,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/25,2020/5/27,FALSE,TRUE,FALSE,2.414259928,1,3,1,1,3,2,1,11,9,10,3,7.75,5.75,8.25
900,91335,2020/3/26,8,3,2943,4494,1279,891,17,98,80524,6,12265,9.93E-05,3.73E-05,"Reseda,Reseda Ranch,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.301016419,1,3,2,7,0,0,1,4,9,4,5,4.5,3.5,5.5
901,91340,2020/3/26,3,0,926,6057,360,826,37,96,36227,3,10714,8.28E-05,0,"San Fernando,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.572222222,0,0,1,0,0,4,0,1,2,1,3,1,1.75,1.75
902,91342,2020/3/26,2,1,3252,8370,1360,851,31,96,96487,55,1750,2.07E-05,1.04E-05,"Sylmar,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/18,2020/5/27,FALSE,TRUE,FALSE,2.391176471,2,4,7,3,7,5,5,7,10,9,9,7.75,6.75,8.75
903,91343,2020/3/26,1,0,2079,5805,929,937,13,99,66590,5,11265,1.50E-05,0,"North Hills,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.237890205,0,1,4,1,2,2,2,3,5,1,6,2.75,3,3.75
904,91344,2020/3/26,8,1,2736,5661,1217,1039,14,99,53266,16,3245,0.00015019,1.88E-05,"Granada Hills,Newhall,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.248151191,0,0,0,1,1,4,5,2,1,5,2,3.25,3,2.5
905,91350,2020/3/26,16,6,2552,4966,1214,1204,8,99,37350,16,2204,0.00042838,0.000160643,"Santa Clarita,",2,46.38,27.09,46.12,-43,-20,-35,-51,-50,24,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.10214168,8,8,6,3,7,2,15,13,11,13,4,13,10.25,10.25
