,ZIP,date,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Land_Sq_Mi,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,places,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,first,last,low_income,middle_income,high_income,stay_home_ratio,new1day_after,new2day_after,new3day_after,new4day_after,new5day_after,new6day_after,new7day_after,new8day_after,new9day_after,new10day_after,new11day_after,ave_new7_10after,ave_new6_9after,ave_new8_11after
4689,90732,2020/4/17,5,0,920,4248,394,1179,10,99,22273,3,6512,0.000224487,0,"La Rambla,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/27,2020/5/27,FALSE,TRUE,FALSE,2.335025381,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4690,90744,2020/4/17,43,1,1378,5088,570,828,36,96,57206,8,6862,0.000751669,1.75E-05,"Wilmington,",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/22,2020/5/27,TRUE,FALSE,FALSE,2.41754386,6,0,6,5,1,5,1,6,0,5,7,3,3,4.5
4691,90745,2020/4/17,10,3,1943,4338,863,955,13,99,56821,8,6845,0.000175991,5.28E-05,"Athens Village,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/31,2020/5/27,FALSE,TRUE,FALSE,2.251448436,0,0,2,0,0,0,1,0,0,0,0,0.25,0.25,0
4692,90746,2020/4/17,143,8,762,5865,323,838,23,97,26996,5,4628,0.005297081,0.00029634,"Carson,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.359133127,6,2,12,18,10,8,5,6,1,9,8,5.25,5,6
4693,90755,2020/4/17,424,40,368,3745,171,1165,12,99,11074,2,5082,0.038287882,0.003612064,"Long Beach,Signal Hill,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.152046784,0,38,7,13,13,29,22,26,11,6,20,16.25,22,15.75
4694,91001,2020/4/17,41,2,1010,5503,441,1053,15,99,37711,8,4558,0.001087216,5.30E-05,"Altadena,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.290249433,2,1,2,5,3,0,3,2,2,1,4,2,1.75,2.25
4695,91006,2020/4/17,1,0,1390,4766,725,1231,7,99,33012,6,5225,3.03E-05,0,"Unincorporated - Arcadia,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/10,2020/5/27,FALSE,TRUE,FALSE,1.917241379,0,0,0,0,0,0,0,3,0,0,0,0.75,0.75,0.75
4696,91007,2020/4/17,27,1,1411,3723,773,1141,2,100,34523,5,6210,0.000782087,2.90E-05,"Arcadia,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,1.825355757,1,0,2,2,2,0,0,0,2,0,1,0.5,0.5,0.75
4697,91008,2020/4/17,21,3,34,2334,16,1182,17,99,1391,2,687,0.015097052,0.002156722,"Duarte,Bradbury,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/23,2020/5/27,FALSE,TRUE,FALSE,2.125,6,4,2,5,8,0,1,1,0,1,4,0.75,0.5,1.5
4698,91011,2020/4/17,26,2,769,4118,366,1222,12,99,20423,11,1722,0.001273074,9.79E-05,"La Canada Flintridge,",3,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/21,2020/5/27,FALSE,FALSE,TRUE,2.101092896,0,0,4,3,2,2,1,0,0,1,0,0.5,0.75,0.25
4699,91016,2020/4/17,20,1,1438,4686,644,1046,15,99,41671,8,4910,0.00047995,2.40E-05,"Monrovia,Unincorporated - Monrovia,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.232919255,3,2,0,3,3,2,3,4,1,2,2,2.5,2.5,2.25
4700,91024,2020/4/17,1,0,339,4732,141,1140,19,98,11006,2,3727,9.09E-05,0,"Sierra Madre,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/31,2020/5/27,FALSE,TRUE,FALSE,2.404255319,0,0,0,0,4,0,0,0,0,0,0,0,0,0
4701,91030,2020/4/17,21,1,824,3829,387,1105,11,99,25794,3,7562,0.000814143,3.88E-05,"South Pasadena,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.129198966,5,2,2,4,4,13,5,3,1,1,7,2.5,5.5,3
4702,91040,2020/4/17,58,3,863,7386,361,1099,27,98,20207,8,2463,0.002870292,0.000148463,"Sunland,Lakeview Terrace,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/21,2020/5/27,FALSE,TRUE,FALSE,2.390581717,2,1,11,10,10,5,4,4,0,9,7,4.25,3.25,5
4703,91042,2020/4/17,23,2,1002,7723,425,987,18,98,26631,49,533,0.000863655,7.51E-05,"Tujunga,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.357647059,1,0,6,5,7,6,2,1,2,6,4,2.75,2.75,3.25
4704,91104,2020/4/17,215,31,954,4167,435,1008,4,100,37974,3,9985,0.005661769,0.000816348,"Pasadena,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.193103448,0,0,0,34,14,0,36,0,26,37,0,24.75,15.5,15.75
4705,91108,2020/4/17,8,0,463,3376,200,1224,8,99,13538,3,3551,0.000590929,0,"San Marino,",3,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/27,2020/5/27,FALSE,FALSE,TRUE,2.315,0,0,0,1,0,1,0,1,0,0,0,0.25,0.5,0.25
4706,91208,2020/4/17,310,22,492,5161,220,1233,8,99,13538,3,3551,0.022898508,0.001625055,"Glendale,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.236363636,16,6,7,30,20,30,43,7,12,7,14,17.25,23,10
4707,91301,2020/4/17,22,0,1226,4796,609,1210,2,100,25631,34,751,0.000858336,0,"Agoura Hills,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/23,2020/5/27,FALSE,TRUE,FALSE,2.013136289,2,0,2,3,0,0,0,0,1,0,0,0.25,0.25,0.25
4708,91302,2020/4/17,26,0,1408,4827,680,1252,4,100,26634,26,997,0.000976196,0,"Calabasas,Hidden Hills,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.070588235,0,1,4,0,2,0,2,1,0,0,1,0.75,0.75,0.5
4709,91304,2020/4/17,126,7,1980,4667,938,1042,8,99,53761,9,5716,0.002343706,0.000130206,"West Hills,Canoga Park,Lake Manor,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.1108742,7,5,16,27,25,25,7,6,4,19,8,9,10.5,9.25
4710,91306,2020/4/17,62,4,1499,4412,681,1101,16,99,49158,4,11879,0.001261239,8.14E-05,"Winnetka,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.201174743,5,0,6,11,11,9,10,4,1,10,6,6.25,6,5.25
4711,91311,2020/4/17,42,4,1708,4544,819,1028,6,99,40420,32,1260,0.00103909,9.90E-05,"Chatsworth,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.085470085,2,0,4,6,4,2,6,2,2,2,3,3,3,2.25
4712,91316,2020/4/17,59,3,787,4458,369,1165,4,100,29964,5,5984,0.00196903,0.00010012,"Encino,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.132791328,1,0,3,10,0,0,3,0,1,3,2,1.75,1,1.5
4713,91326,2020/4/17,33,2,1719,5509,901,1349,1,100,37035,8,4539,0.000891049,5.40E-05,"Porter Ranch,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,1.907880133,2,1,3,3,4,2,1,1,2,1,1,1.25,1.5,1.25
4714,91330,2020/4/17,67,9,135,49529,16,0,1132,0,3273,0,9598,0.020470516,0.002749771,"Northridge,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,8.4375,10,2,8,14,8,4,14,4,2,10,7,7.5,6,5.75
4715,91331,2020/4/17,113,11,2498,5879,983,957,33,97,105799,8,11950,0.001068063,0.000103971,"Arleta,Pacoima,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/25,2020/5/27,FALSE,TRUE,FALSE,2.541200407,9,0,29,22,44,19,14,7,9,30,19,15,12.25,16.25
4716,91335,2020/4/17,98,2,2728,4332,1265,982,9,99,80524,6,12265,0.001217028,2.48E-05,"Reseda,Reseda Ranch,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.156521739,7,3,13,16,19,9,9,3,3,6,9,5.25,6,5.25
4717,91340,2020/4/17,29,2,861,6056,349,841,25,97,36227,3,10714,0.000800508,5.52E-05,"San Fernando,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.467048711,4,1,5,9,10,3,3,3,1,9,0,4,2.5,3.25
4718,91342,2020/4/17,138,10,2937,7680,1251,931,18,98,96487,55,1750,0.001430244,0.000103641,"Sylmar,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/18,2020/5/27,FALSE,TRUE,FALSE,2.347721823,7,2,24,24,25,20,11,7,8,31,2,14.25,11.5,12
4719,91343,2020/4/17,59,3,2015,4887,885,965,20,98,66590,5,11265,0.000886019,4.51E-05,"North Hills,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.276836158,3,0,13,18,8,10,5,4,2,12,7,5.75,5.25,6.25
4720,91344,2020/4/17,58,1,2552,6427,1228,1144,10,99,53266,16,3245,0.001088875,1.88E-05,"Granada Hills,Newhall,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.078175896,1,2,8,12,7,5,6,1,4,2,2,3.25,4,2.25
4721,91345,2020/4/17,32,4,505,6436,204,1062,14,99,19205,3,5925,0.001666233,0.000208279,"Mission Hills,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/27,2020/5/27,FALSE,TRUE,FALSE,2.475490196,4,1,5,4,3,3,6,1,1,4,1,3,2.75,1.75
4722,91350,2020/4/17,188,10,2468,4646,1106,1230,11,99,37350,16,2204,0.005033467,0.000267738,"Santa Clarita,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.231464738,8,5,20,23,29,10,14,7,2,20,6,10.75,8.25,8.75
4723,91352,2020/4/17,55,0,1293,6311,553,946,39,96,47438,11,4065,0.001159408,0,"Sun Valley,Shadow Hills,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/21,2020/5/27,FALSE,TRUE,FALSE,2.338155515,5,2,7,11,8,6,6,2,0,11,6,4.75,3.5,4.75
4724,91354,2020/4/17,1,0,1796,3804,874,1209,4,100,32096,8,3678,3.12E-05,0,"Valencia,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/27,2020/5/27,FALSE,TRUE,FALSE,2.054919908,0,0,0,0,0,0,0,3,0,0,0,0.75,0.75,0.75
4725,91356,2020/4/17,52,2,1212,4399,560,1193,9,99,30804,7,4200,0.001688092,6.49E-05,"Tarzana,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.164285714,1,0,5,5,4,1,3,0,0,2,0,1.25,1,0.5
4726,91361,2020/4/17,6,0,303,4893,148,1157,6,99,20438,33,610,0.000293571,0,"Westlake Village,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/31,2020/5/27,FALSE,TRUE,FALSE,2.047297297,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4727,91364,2020/4/17,80,2,1105,4100,517,1161,12,99,27340,7,3600,0.002926116,7.32E-05,"Woodland Hills,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,2.137330754,2,2,6,3,3,0,3,3,0,1,0,1.75,1.5,1
4728,91381,2020/4/17,12,1,1270,4872,626,1315,4,100,20371,37,541,0.000589073,4.91E-05,"Stevenson Ranch,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.028753994,1,0,1,1,1,0,0,0,0,0,0,0,0,0
4729,91387,2020/4/17,15,0,2150,6968,966,1056,11,99,43717,49,882,0.000343116,0,"Canyon Country,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,2.225672878,0,0,1,5,0,0,0,0,0,0,0,0,0,0
4730,91390,2020/4/17,2,0,1069,9286,452,1223,14,99,19053,143,133,0.00010497,0,"Saugus,Agua Dulce,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/2,2020/5/27,FALSE,TRUE,FALSE,2.365044248,0,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25
4731,91401,2020/4/17,39,1,1251,4308,564,1005,13,99,41412,3,11993,0.000941756,2.41E-05,"Valley Glen,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.218085106,3,2,4,9,4,6,5,2,0,3,2,2.5,3.25,1.75
4732,91402,2020/4/17,81,3,2009,5099,864,924,31,97,70686,3,18965,0.001145913,4.24E-05,"Panorama City,",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/25,2020/5/27,TRUE,FALSE,FALSE,2.325231481,10,3,15,32,25,17,12,7,7,21,14,11.75,10.75,12.25
4733,91405,2020/4/17,114,9,1697,4837,750,935,31,97,55384,3,16737,0.002058356,0.000162502,"Van Nuys,Twin Lakes/Oat Mountain,",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,TRUE,FALSE,FALSE,2.262666667,4,7,18,30,19,15,16,12,6,15,5,12.25,12.25,9.5
4734,91406,2020/4/17,44,4,1731,5998,748,980,18,98,55215,8,6789,0.000796885,7.24E-05,"Lake Balboa,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/20,2020/5/27,FALSE,TRUE,FALSE,2.314171123,1,0,5,3,1,5,1,1,5,8,2,3.75,3,4
4735,91423,2020/4/17,85,0,1043,4588,440,990,14,99,33737,4,7732,0.002519489,0,"Sherman Oaks,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.370454545,3,1,4,4,5,7,5,2,0,0,3,1.75,3.5,1.25
4736,91502,2020/4/17,121,4,188,8178,74,1045,20,98,11598,1,8687,0.010432833,0.000344887,"Burbank,",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,TRUE,FALSE,FALSE,2.540540541,13,0,7,10,19,18,15,5,11,3,4,8.5,12.25,5.75
4737,91601,2020/4/17,1,0,1086,5325,507,823,8,99,37085,2,13994,2.70E-05,0,"Toluca Woods,Toluca Terrace,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/7,2020/5/27,FALSE,TRUE,FALSE,2.142011834,0,0,0,0,1,0,0,2,0,1,0,0.75,0.5,0.75
4738,91602,2020/4/17,7,0,480,3099,258,946,3,100,19358,2,9456,0.000361608,0,"Toluca Lake,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/27,2020/5/27,FALSE,TRUE,FALSE,1.860465116,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4739,91604,2020/4/17,22,0,1103,4279,514,943,8,99,32117,5,6235,0.000684995,0,"Studio City,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.145914397,2,0,1,1,1,1,2,2,1,1,2,1.5,1.5,1.5
4740,91606,2020/4/17,153,5,1419,6565,537,715,31,96,44476,3,13344,0.003440058,0.00011242,"North Hollywood,",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/17,2020/5/27,TRUE,FALSE,FALSE,2.642458101,9,2,20,16,26,13,20,15,9,27,4,17.75,14.25,13.75
4741,91607,2020/4/17,44,1,1176,3890,566,1098,7,99,30873,2,12652,0.001425194,3.24E-05,"Valley Village,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/27,2020/5/27,FALSE,TRUE,FALSE,2.077738516,1,1,6,8,6,1,2,6,9,0,2,4.25,4.5,4.25
4742,91702,2020/4/17,23,0,1989,8421,825,956,49,95,62348,169,368,0.000368897,0,"Azusa,Unincorporated - Azusa,Irwindale,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.410909091,5,2,1,9,10,5,7,4,1,7,6,4.75,4.25,4.5
4743,91706,2020/4/17,37,2,2153,5505,991,969,20,98,77342,13,5755,0.000478395,2.59E-05,"Baldwin Park,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/31,2020/5/27,FALSE,TRUE,FALSE,2.172552977,3,1,3,8,5,5,5,3,2,1,4,2.75,3.75,2.5
4744,91711,2020/4/17,14,1,1389,70919,587,980,151,87,36854,15,2455,0.000379877,2.71E-05,"Claremont,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/27,2020/5/27,FALSE,TRUE,FALSE,2.366269165,1,0,1,3,2,0,1,0,0,0,0,0.25,0.25,0
4745,91723,2020/4/17,70,2,536,4773,226,1048,11,99,18875,2,8125,0.003708609,0.00010596,"Covina,Unincorporated - Covina,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,FALSE,TRUE,FALSE,2.371681416,1,1,6,4,7,7,3,2,2,2,0,2.25,3.5,1.5
4746,91724,2020/4/17,9,0,1291,4816,549,1025,14,99,26091,6,4184,0.000344947,0,"Covina (Charter Oak),",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/1,2020/5/27,FALSE,TRUE,FALSE,2.35154827,0,0,0,2,1,1,0,0,0,0,0,0,0.25,0
4747,91731,2020/4/17,47,9,652,5079,273,939,21,98,30139,3,7900,0.001559441,0.000298616,"El Monte,",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/30,2020/5/27,TRUE,FALSE,FALSE,2.388278388,3,2,9,11,24,11,7,6,2,7,4,5.5,6.5,4.75
4748,91733,2020/4/17,3,0,1072,5251,481,926,15,98,44968,6,6731,6.67E-05,0,"Unincorporated - South El Monte,South El Monte,Pellissier Village,Whittier Narrows",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/19,2020/5/27,TRUE,FALSE,FALSE,2.228690229,0,0,4,1,1,3,2,1,1,8,0,3,1.75,2.5
4749,91741,2020/4/17,29,2,1078,5126,450,1054,19,98,26565,14,1792,0.001091662,7.53E-05,"Glendora,Unincorporated - Glendora,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.395555556,0,2,2,2,2,2,0,1,0,0,3,0.25,0.75,1
4750,91744,2020/4/17,47,1,2449,5434,1096,992,15,99,87240,8,9924,0.000538744,1.15E-05,"La Puente,Valinda,West Puente Valley,Industry,San Jose Hills,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,2.234489051,3,2,2,18,4,5,3,2,4,3,5,3,3.5,3.5
4751,91745,2020/4/17,33,1,1997,5529,932,1061,12,99,54975,12,4292,0.000600273,1.82E-05,"Hacienda Heights,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/26,2020/5/27,FALSE,TRUE,FALSE,2.142703863,1,1,3,2,3,1,1,0,1,1,2,0.75,0.75,1
4752,91746,2020/4/17,14,4,826,5094,372,1100,15,99,30708,5,5513,0.000455907,0.000130259,"Bassett,Avocado Heights,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/5,2020/5/27,FALSE,TRUE,FALSE,2.220430108,3,2,2,5,3,2,3,3,2,0,1,2,2.5,1.5
4753,91748,2020/4/17,23,4,1930,6329,1004,1056,5,100,47084,14,3254,0.000488489,8.50E-05,"Rowland Heights,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/27,2020/5/27,FALSE,TRUE,FALSE,1.922310757,1,2,5,1,0,3,5,0,4,0,2,2.25,3,1.5
4754,91750,2020/4/17,12,2,1724,6976,694,1013,30,97,33836,25,1340,0.000354652,5.91E-05,"La Verne,Unincorporated - La Verne,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/21,2020/5/27,FALSE,TRUE,FALSE,2.484149856,0,0,1,1,1,0,2,0,0,0,0,0.5,0.5,0
4755,91754,2020/4/17,39,3,1038,4885,589,1251,2,100,33058,4,7294,0.001179745,9.07E-05,"Monterey Park,University Hills,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/17,2020/5/27,FALSE,TRUE,FALSE,1.762308998,1,0,4,4,3,7,4,5,1,0,1,2.5,4.25,1.75
4756,91765,2020/4/17,22,1,2008,7329,968,1122,7,99,47139,18,2491,0.000466705,2.12E-05,"Diamond Bar,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.074380165,0,1,1,1,3,3,1,1,0,1,0,0.75,1.25,0.5
4757,91766,2020/4/17,68,5,1944,7423,833,956,21,98,72332,10,7114,0.000940109,6.91E-05,"Pomona,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/25,2020/5/27,FALSE,TRUE,FALSE,2.333733493,3,1,10,15,13,12,4,5,1,17,2,6.75,5.5,6.25
4758,91770,2020/4/17,23,0,2198,4148,1115,1055,4,100,63425,6,9874,0.000362633,0,"Rosemead,South San Gabriel,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/28,2020/5/27,FALSE,TRUE,FALSE,1.971300448,0,0,1,2,2,2,1,4,0,1,2,1.5,1.75,1.75
4759,91773,2020/4/17,18,0,1413,4852,662,1112,8,99,34496,14,2411,0.0005218,0,"San Dimas,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.134441088,2,0,3,0,1,1,0,0,0,2,0,0.5,0.25,0.5
4760,91775,2020/4/17,7,0,958,3919,501,1240,2,100,25192,3,8221,0.000277866,0,"Northeast San Gabriel,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/1,2020/5/27,FALSE,TRUE,FALSE,1.912175649,0,0,0,1,2,2,0,1,0,0,0,0.25,0.75,0.25
4761,91776,2020/4/17,15,0,1290,3992,682,1200,5,100,38410,3,11280,0.000390523,0,"San Gabriel,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/24,2020/5/27,FALSE,TRUE,FALSE,1.891495601,1,0,3,4,2,1,0,1,1,1,0,0.75,0.75,0.75
4762,91780,2020/4/17,24,4,1291,4155,674,1176,6,99,35351,3,9232,0.000678906,0.000113151,"Temple City,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/22,2020/5/27,FALSE,TRUE,FALSE,1.915430267,0,0,0,5,2,7,6,1,1,1,1,2.25,3.75,1
4763,91789,2020/4/17,15,1,1629,5730,859,1178,3,100,44474,15,2844,0.000337276,2.25E-05,"Walnut,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/18,2020/5/27,FALSE,TRUE,FALSE,1.896391153,0,0,1,3,0,1,1,1,0,0,1,0.5,0.75,0.5
4764,91791,2020/4/17,56,6,1291,5126,570,1065,13,99,34363,6,5179,0.00162966,0.000174606,"West Covina,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/21,2020/5/27,FALSE,TRUE,FALSE,2.264912281,2,1,3,10,9,8,9,6,0,10,5,6.25,5.75,5.25
4765,91803,2020/4/17,40,2,986,5301,500,1093,12,99,30385,3,9303,0.001316439,6.58E-05,"Alhambra,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,1.972,2,2,3,4,11,3,3,0,0,7,7,2.5,1.5,3.5
4766,93510,2020/4/17,5,4,434,14327,166,1043,41,96,7626,71,106,0.000655652,0.000524521,"Acton,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/2,2020/5/27,FALSE,TRUE,FALSE,2.614457831,0,0,1,2,0,0,0,0,0,0,0,0,0,0
4767,93535,2020/4/17,8,1,2765,8265,1188,902,22,98,72948,257,282,0.000109667,1.37E-05,"Lake Los Angeles,Hi Vista,",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/2,2020/5/27,TRUE,FALSE,FALSE,2.327441077,0,0,1,2,2,0,1,1,0,1,0,0.75,0.5,0.5
4768,93536,2020/4/17,117,8,2910,8073,1236,1045,19,98,72383,242,298,0.001616402,0.000110523,"Lancaster,Quartz Hill,Del Sur,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/16,2020/5/27,FALSE,TRUE,FALSE,2.354368932,13,6,14,53,14,18,20,19,9,22,7,17.5,16.5,14.25
4769,93543,2020/4/17,1,0,387,10265,172,855,15,98,15135,59,254,6.61E-05,0,"Sun Village,Littlerock,",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/31,2020/5/27,TRUE,FALSE,FALSE,2.25,0,0,1,0,0,0,0,6,0,0,0,1.5,1.5,1.5
4770,93550,2020/4/17,132,8,2412,7880,1072,971,15,98,77006,196,392,0.001714152,0.000103888,"Palmdale,Anaverde,Unincorporated - Angeles National Forest",1,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/3/23,2020/5/27,TRUE,FALSE,FALSE,2.25,16,2,44,56,51,26,14,7,6,26,1,13.25,13.25,10
4771,93551,2020/4/17,1,0,2488,7591,1067,952,19,98,51085,73,698,1.96E-05,0,"Desert View Highlands,Leona Valley,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/6,2020/5/27,FALSE,TRUE,FALSE,2.331771321,0,0,1,0,0,0,0,1,0,0,0,0.25,0.25,0.25
4772,93553,2020/4/17,3,0,134,19033,47,826,28,97,1781,86,20,0.001684447,0,"Littlerock/Pearblossom,Littlerock/Juniper Hills,Pearblossom/Llano,",2,56.06,23.98,54.26,-56,-19,-42,-52,-50,25,2020/4/5,2020/5/27,FALSE,TRUE,FALSE,2.85106383,0,0,0,0,0,5,0,1,0,0,0,0.25,1.5,0.25
