ZIP,date,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,stay_home_ratio,ave_new7_10after
90755,2020/3/21,15,1,359,4206,181,758,2,100,11074,5082,0.001354524,9.03E-05,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.983425414,13.25
91001,2020/3/21,3,1,1027,4609,487,723,9,99,37711,4558,7.96E-05,2.65E-05,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,2.108829569,0.75
91007,2020/3/21,2,0,1181,4160,654,817,2,100,34523,6210,5.79E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.805810398,1
91011,2020/3/21,1,1,723,3188,404,849,0,100,20423,1722,4.90E-05,4.90E-05,3,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.78960396,0.75
91030,2020/3/21,2,0,814,4960,403,692,5,99,25794,7562,7.75E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,2.019851117,0.75
91040,2020/3/21,1,1,957,5246,494,674,6,99,20207,2463,4.95E-05,4.95E-05,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.937246964,2
91042,2020/3/21,1,0,1079,6906,503,726,22,97,26631,533,3.76E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,2.145129225,0.75
91104,2020/3/21,3,0,982,4161,472,648,4,99,37974,9985,7.90E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,2.080508475,3.75
91208,2020/3/21,5,1,498,4827,256,840,1,100,13538,3551,0.000369331,7.39E-05,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.9453125,11.75
91302,2020/3/21,1,0,1327,4313,741,681,0,100,26634,997,3.75E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.790823212,1.5
91304,2020/3/21,4,1,2049,4443,1036,650,7,99,53761,5716,7.44E-05,1.86E-05,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.977799228,2.5
91306,2020/3/21,1,0,1540,4543,794,702,3,100,49158,11879,2.03E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.939546599,1.75
91316,2020/3/21,10,2,795,4066,423,626,2,100,29964,5984,0.000333734,6.67E-05,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.879432624,1.75
91330,2020/3/21,1,0,173,44858,15,0,702,0,3273,9598,0.00030553,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,11.53333333,0.5
91335,2020/3/21,3,1,2854,4260,1430,594,6,99,80524,12265,3.73E-05,1.24E-05,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.995804196,3
91340,2020/3/21,1,0,896,4774,397,642,20,97,36227,10714,2.76E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,2.256926952,0.25
91342,2020/3/21,1,0,3179,6873,1525,708,19,97,96487,1750,1.04E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,2.084590164,5.25
91344,2020/3/21,4,0,2599,5356,1320,746,7,99,53266,3245,7.51E-05,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.968939394,0.5
91350,2020/3/21,4,0,2432,4352,1294,828,3,100,37350,2204,0.000107095,0,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,1.879443586,6
91352,2020/3/21,1,1,1304,5925,628,663,9,99,47438,4065,2.11E-05,2.11E-05,2,47.54,27.5,52.41,-48,-13,-28,-46,-34,18,2.076433121,1.25
