ZIP,week,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,Income_level,stay_home_ratio,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,week3
90069,2020/3/29,52,33,575,17555,254,681,27,96,20435,9666,0.002544654,0.0016149060000000002,2,0.44173913,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,19
90069,2020/4/5,83,31,619,11570,308,717,9,98,20435,9666,0.004061659,0.001516998,2,0.4975767370000001,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,8
90069,2020/4/12,102,19,571,6249,303,846,3,99,20435,9666,0.004991436,0.00092977,2,0.530647986,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,21
90069,2020/4/19,110,8,559,9055,265,757,10,98,20435,9666,0.005382921,0.000391507,2,0.474060823,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,8
90069,2020/4/26,131,21,605,7056,279,684,9,98,20435,9666,0.00641057,0.001027578,2,0.461157025,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,7
90069,2020/5/3,139,8,600,7508,291,666,8,98,20435,9666,0.006802055,0.0003915,2,0.485,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,10
90069,2020/5/10,146,7,638,4876,320,682,5,99,20435,9666,0.007144605,0.00034260000000000003,2,0.5015673979999999,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,14
90077,2020/3/29,9,4,1150,58434,257,503,813,38,8993,1226,0.001000778,0.000444791,3,0.223478261,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,3
90077,2020/4/5,18,9,1150,66722,321,542,730,42,8993,1226,0.002001557,0.001000779,3,0.279130435,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,2
90077,2020/4/12,21,3,1059,71176,331,605,704,46,8993,1226,0.00233515,0.00033359300000000003,3,0.312559018,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,5
90077,2020/4/19,23,2,1023,73824,280,582,719,44,8993,1226,0.002557545,0.000222396,3,0.27370479,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,3
90077,2020/4/26,28,5,1042,61594,272,575,705,44,8993,1226,0.003113533,0.000555989,3,0.261036468,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,2
90077,2020/5/3,29,3,798,45135,260,727,495,59,8993,1226,0.00322473,0.000333594,3,0.325814536,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,1
90077,2020/5/10,31,2,526,5592,259,1131,8,99,8993,1226,0.003447126,0.000222396,3,0.4923954370000001,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,2
90094,2020/3/22,2,2,253,3360,116,609,5,99,9368,15332,0.000213493,0.000213492,2,0.458498024,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,3
90094,2020/3/29,5,7,261,3991,123,991,6,99,9368,15332,0.000533732,0.000747223,2,0.471264368,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,2
90094,2020/4/5,8,3,267,4580,136,1075,1,99,9368,15332,0.000853971,0.000320239,2,0.509363296,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,2
90094,2020/4/12,10,2,263,3084,143,1127,1,99,9368,15332,0.001067464,0.000213493,2,0.543726236,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,6
90094,2020/4/19,12,2,246,3809,128,1197,0,100,9368,15332,0.001280956,0.000213492,2,0.520325203,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,2
90094,2020/4/26,18,6,269,4491,139,1023,1,99,9368,15332,0.001921435,0.000640478,2,0.516728625,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,0
90094,2020/5/3,20,2,259,4269,137,1054,0,100,9368,15332,0.002134927,0.000213492,2,0.528957529,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,2
90094,2020/5/10,20,0,263,2988,137,1081,1,99,9368,15332,0.002134927,0.0,2,0.520912548,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,0
90201,2020/3/29,8,8,2515,4671,1063,891,26,97,102433,17253,7.809999999999999e-05,7.8e-05,1,0.422664016,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,41
90201,2020/4/5,47,39,2771,4495,1303,889,13,98,102433,17253,0.000458837,0.0003808,1,0.470227355,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,75
90201,2020/4/12,86,41,2545,4208,1270,977,7,99,102433,17253,0.000839573,0.000400175,1,0.499017682,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,99
90201,2020/4/19,161,75,2368,4223,1071,969,14,98,102433,17253,0.001571759,0.0007320989999999999,1,0.452280405,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,68
90201,2020/4/26,258,99,2489,4685,1058,874,16,98,102433,17253,0.00251872,0.000966398,1,0.425070309,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,58
90201,2020/5/3,326,68,2528,4889,1073,786,19,97,102433,17253,0.003182568,0.0006637860000000001,1,0.424446203,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,76
90201,2020/5/10,384,58,2716,5193,1107,727,23,96,102433,17253,0.003748792,0.000566209,1,0.407584683,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,181
90210,2020/3/22,8,8,1238,531757,462,601,78,88,19909,1966,0.000401828,0.000401743,2,0.373182553,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,48
90210,2020/3/29,42,21,1197,505977,483,775,73,91,19909,1966,0.002109599,0.001054771,2,0.403508772,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,10
90210,2020/4/5,90,48,1088,151082,538,1068,22,97,19909,1966,0.004520569,0.002410969,2,0.494485294,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,8
90210,2020/4/12,100,10,970,4240,542,1283,1,99,19909,1966,0.005022854,0.0005022280000000001,2,0.558762887,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,28
90210,2020/4/19,108,8,941,3558,465,1245,5,99,19909,1966,0.005424681999999999,0.0004018,2,0.494155154,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,8
90210,2020/4/26,136,28,978,4012,451,1172,9,99,19909,1966,0.006831081,0.001406342,2,0.461145194,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,13
90210,2020/5/3,144,8,954,4175,424,1087,11,98,19909,1966,0.00723291,0.000401771,2,0.444444444,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,8
90210,2020/5/10,153,13,982,3606,408,1119,18,98,19909,1966,0.007684966999999998,0.000652914,2,0.415478615,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,4
90220,2020/3/29,12,12,1658,5969,640,709,32,95,53703,7770,0.000223451,0.0002234,2,0.386007238,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,35
90220,2020/4/5,36,24,1783,5491,757,729,21,97,53703,7770,0.000670354,0.000446926,2,0.424565339,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,30
90220,2020/4/12,71,35,1686,5112,761,783,12,98,53703,7770,0.001322086,0.000651687,2,0.451364176,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,91
90220,2020/4/19,101,30,1483,5389,613,862,23,97,53703,7770,0.001880714,0.00055854,2,0.413351315,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,48
90220,2020/4/26,192,91,1646,5616,644,726,26,96,53703,7770,0.003575219,0.0016944629999999998,2,0.391251519,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,66
90220,2020/5/3,240,48,1597,5708,633,673,27,96,53703,7770,0.004469024,0.000893758,2,0.39636819,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,85
90220,2020/5/10,306,66,1668,5508,677,695,21,97,53703,7770,0.005698005999999999,0.001228978,2,0.4058753,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,108
90221,2020/4/5,6,6,1736,5058,825,782,11,98,52322,9812,0.000114675,0.0001147,2,0.475230415,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,2
90221,2020/4/12,10,4,1522,5176,731,848,7,99,52322,9812,0.000191124,7.64e-05,2,0.480289093,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,5
90221,2020/4/19,12,2,1408,5439,621,852,16,98,52322,9812,0.000229349,3.82e-05,2,0.441051136,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,6
90221,2020/4/26,17,5,1476,5441,610,756,18,97,52322,9812,0.000324911,9.55e-05,2,0.413279133,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,4
90221,2020/5/3,23,6,1483,5460,649,751,17,97,52322,9812,0.000439586,0.0001146,2,0.437626433,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,8
90221,2020/5/10,25,4,1613,5011,690,713,15,97,52322,9812,0.00047781,7.64e-05,2,0.427774334,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,6
90222,2020/4/5,1,1,858,5571,383,838,14,98,32850,12847,3.04e-05,3.04e-05,1,0.446386946,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,0
90222,2020/4/12,1,0,789,5771,374,886,8,99,32850,12847,3.04e-05,0.0,1,0.474017744,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,2
90222,2020/4/19,1,0,709,5869,312,921,17,98,32850,12847,3.04e-05,0.0,1,0.440056417,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,1
90222,2020/4/26,3,2,753,6378,309,808,25,96,32850,12847,9.13e-05,6.09e-05,1,0.410358566,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,1
90222,2020/5/3,4,1,749,5724,315,750,25,96,32850,12847,0.000121766,3.04e-05,1,0.420560748,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,0
90222,2020/5/10,5,1,792,5732,327,762,26,96,32850,12847,0.00015220700000000002,3.04e-05,1,0.412878788,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,0
90230,2020/3/22,4,3,995,4927,441,853,15,98,32808,7277,0.000121921,9.15e-05,2,0.44321608,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,17
90230,2020/3/29,9,10,972,4663,441,1007,10,99,32808,7277,0.000274323,0.000305,2,0.453703704,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,5
90230,2020/4/5,26,17,1055,4310,519,983,8,99,32808,7277,0.00079249,0.0005182019999999999,2,0.491943128,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,7
90230,2020/4/12,31,5,989,5289,539,1053,3,99,32808,7277,0.000944891,0.0001525,2,0.544994944,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,20
90230,2020/4/19,38,7,930,4831,474,1089,3,99,32808,7277,0.0011582539999999998,0.0002135,2,0.509677419,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,9
90230,2020/4/26,58,20,997,4973,476,993,7,99,32808,7277,0.001767861,0.000609663,2,0.477432297,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,49
90230,2020/5/3,67,9,967,4506,480,963,5,99,32808,7277,0.002042185,0.000274382,2,0.496380558,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,12
90230,2020/5/10,116,49,1007,4536,496,1009,6,99,32808,7277,0.003535723,0.001493534,2,0.492552135,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,8
90241,2020/3/29,19,19,1631,5002,687,929,20,97,44143,8963,0.000430419,0.00043049,2,0.421213979,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,33
90241,2020/4/5,68,49,1730,4956,799,939,11,98,44143,8963,0.0015404479999999998,0.001110014,2,0.461849711,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,25
90241,2020/4/12,101,33,1621,5099,790,1029,7,99,44143,8963,0.002288018,0.000747655,2,0.487353486,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,61
90241,2020/4/19,126,25,1505,5188,656,1017,14,98,44143,8963,0.00285436,0.00056639,2,0.435880399,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,48
90241,2020/4/26,187,61,1606,5340,652,937,20,97,44143,8963,0.004236232,0.001381911,2,0.405977584,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,54
90241,2020/5/3,235,48,1569,5327,640,876,25,97,44143,8963,0.005323606999999999,0.00108736,2,0.407903123,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,116
90241,2020/5/10,289,54,1623,5178,652,859,24,97,44143,8963,0.006546904,0.001223343,2,0.4017252,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,126
90245,2020/3/22,1,3,707,8160,309,612,24,96,16850,3084,5.93e-05,0.0001779,2,0.437057992,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,6
90245,2020/3/29,1,2,747,5986,314,967,32,96,16850,3084,5.93e-05,0.0001186,2,0.420348059,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,4
90245,2020/4/5,7,6,767,4599,354,972,16,98,16850,3084,0.00041543,0.000355989,2,0.461538462,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,3
90245,2020/4/12,11,4,726,4591,356,1047,7,99,16850,3084,0.000652819,0.000237294,2,0.490358127,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,13
90245,2020/4/19,14,3,664,3487,308,1095,10,99,16850,3084,0.000830861,0.000177994,2,0.463855422,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,1
90245,2020/4/26,27,13,728,4573,306,985,14,98,16850,3084,0.001602374,0.000771419,2,0.42032967,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,2
90245,2020/5/3,28,1,693,4477,293,951,15,98,16850,3084,0.001661721,5.93e-05,2,0.422799423,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,2
90245,2020/5/10,30,2,728,5364,308,992,14,98,16850,3084,0.001780415,0.0001186,2,0.423076923,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,0
90247,2020/3/22,1,1,1404,5980,516,674,45,93,47531,12661,2.1e-05,2.1e-05,2,0.367521368,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,24
90247,2020/3/29,6,5,1382,5609,562,836,24,97,47531,12661,0.00012623299999999998,0.0001051,2,0.406657019,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,44
90247,2020/4/5,30,24,1431,5312,647,900,17,98,47531,12661,0.000631167,0.000504867,2,0.4521313770000001,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,28
90247,2020/4/12,74,44,1375,5285,663,961,9,99,47531,12661,0.001556879,0.000925712,2,0.482181818,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,33
90247,2020/4/19,102,28,1279,5422,571,958,14,98,47531,12661,0.002145968,0.000589138,2,0.446442533,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,30
90247,2020/4/26,135,33,1379,5430,578,886,18,98,47531,12661,0.002840252,0.000694335,2,0.4191443070000001,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,20
90247,2020/5/3,165,30,1323,5606,576,849,21,97,47531,12661,0.0034714190000000003,0.000631174,2,0.43537415,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,22
90247,2020/5/10,185,20,1411,4977,600,861,17,98,47531,12661,0.003892197,0.000420777,2,0.425230333,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,27
90248,2020/3/29,4,4,286,5918,123,915,18,98,11512,2452,0.000347464,0.00034760000000000005,2,0.43006993,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,14
90248,2020/4/5,18,14,308,5975,139,953,15,98,11512,2452,0.001563586,0.001216124,2,0.451298701,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,7
90248,2020/4/12,32,14,292,5752,141,993,6,99,11512,2452,0.002779708,0.001216192,2,0.482876712,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,17
90248,2020/4/19,39,7,263,5521,116,1073,16,98,11512,2452,0.003387769,0.000608096,2,0.441064639,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,17
90248,2020/4/26,56,17,299,5518,128,927,15,98,11512,2452,0.0048644890000000005,0.001476823,2,0.428093645,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,11
90248,2020/5/3,73,17,275,6470,121,934,15,98,11512,2452,0.006341209,0.0014767889999999998,2,0.44,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,16
90248,2020/5/10,84,11,281,6325,122,937,17,98,11512,2452,0.007296734,0.000955594,2,0.434163701,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,16
90249,2020/4/5,1,1,1091,4399,515,968,7,99,26587,8927,3.76e-05,3.76e-05,2,0.472043996,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,0
90249,2020/4/12,1,0,1010,4862,507,1029,5,99,26587,8927,3.76e-05,0.0,2,0.5019801979999999,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,5
90249,2020/4/19,1,0,932,4818,432,1049,10,99,26587,8927,3.76e-05,0.0,2,0.463519313,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,6
90249,2020/4/26,6,5,1000,5128,435,938,14,98,26587,8927,0.000225674,0.000188049,2,0.435,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,1
90249,2020/5/3,12,6,979,5126,433,897,12,98,26587,8927,0.000451348,0.0002256,2,0.442288049,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,3
90249,2020/5/10,13,1,1042,4476,450,877,18,97,26587,8927,0.000488961,3.76e-05,2,0.431861804,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,7
90250,2020/3/22,2,2,3061,5526,1331,681,18,97,96836,14463,2.07e-05,2.0600000000000006e-05,2,0.434825221,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,29
90250,2020/3/29,13,14,3041,5338,1360,856,18,97,96836,14463,0.000134248,0.0001446,2,0.447221309,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,35
90250,2020/4/5,42,29,3353,5002,1618,853,11,98,96836,14463,0.000433723,0.0002996,2,0.482552938,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,27
90250,2020/4/12,77,35,3177,4904,1576,927,7,99,96836,14463,0.0007951589999999999,0.0003614,2,0.496065471,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,68
90250,2020/4/19,102,27,2966,4909,1402,949,11,98,96836,14463,0.001053327,0.0002788,2,0.472690492,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,54
90250,2020/4/26,170,68,3187,5053,1421,839,13,98,96836,14463,0.001755545,0.00070227,2,0.445873863,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,53
90250,2020/5/3,224,54,3083,4917,1416,820,13,98,96836,14463,0.002313189,0.000557663,2,0.459292897,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,54
90250,2020/5/10,277,53,3203,4593,1445,813,13,98,96836,14463,0.002860506,0.000547223,2,0.451139557,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,56
90254,2020/3/29,6,6,580,48656,255,1135,9,99,19650,13770,0.00030534400000000004,0.000305353,2,0.439655172,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,2
90254,2020/4/5,17,11,662,13050,313,1056,6,99,19650,13770,0.00086514,0.0005598059999999999,2,0.472809668,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,2
90254,2020/4/12,17,2,639,17566,322,1140,4,99,19650,13770,0.00086514,0.0001018,2,0.503912363,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,4
90254,2020/4/19,19,2,593,5397,272,1155,10,99,19650,13770,0.000966921,0.0001018,2,0.458684654,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,1
90254,2020/4/26,23,4,628,23337,278,1064,8,99,19650,13770,0.001170483,0.000203581,2,0.442675159,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,1
90254,2020/5/3,24,1,602,18586,262,1003,16,98,19650,13770,0.001221374,5.09e-05,2,0.4352159470000001,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,1
90254,2020/5/10,25,1,620,10690,260,1068,18,98,19650,13770,0.001272265,5.09e-05,2,0.419354839,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,2
90255,2020/3/29,2,1,1721,3382,804,1042,7,99,75560,20322,2.65e-05,1.32e-05,1,0.46717025,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,29
90255,2020/4/5,33,31,1968,4282,921,904,15,98,75560,20322,0.000436739,0.000410214,1,0.467987805,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,23
90255,2020/4/12,62,29,1833,4368,917,947,9,99,75560,20322,0.00082054,0.000383752,1,0.5002727770000001,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,77
90255,2020/4/19,85,23,1689,5118,767,947,16,98,75560,20322,0.001124934,0.0003043,1,0.454114861,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,50
90255,2020/4/26,162,77,1823,4726,773,834,20,97,75560,20322,0.002143992,0.001018978,1,0.42402633,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,47
90255,2020/5/3,212,50,1787,4583,759,798,20,97,75560,20322,0.002805717,0.0006617010000000001,1,0.424734191,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,74
90255,2020/5/10,259,47,1887,4404,798,754,22,97,75560,20322,0.00342774,0.000622135,1,0.422893482,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,131
90262,2020/3/22,2,2,1888,5940,733,695,34,95,70936,14677,2.82e-05,2.82e-05,2,0.388241525,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,23
90262,2020/3/29,14,12,1871,5824,778,819,22,97,70936,14677,0.000197361,0.0001692,2,0.4158204170000001,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,31
90262,2020/4/5,37,23,2016,5478,929,801,13,98,70936,14677,0.000521597,0.000324275,2,0.4608134920000001,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,33
90262,2020/4/12,68,31,1839,5349,868,878,8,99,70936,14677,0.000958611,0.000437064,2,0.47199565,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,56
90262,2020/4/19,101,33,1713,5486,739,893,18,98,70936,14677,0.001423819,0.0004653,2,0.431406888,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,47
90262,2020/4/26,157,56,1825,5775,731,778,23,97,70936,14677,0.002213263,0.0007894689999999999,2,0.400547945,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,65
90262,2020/5/3,204,47,1793,5734,750,762,24,96,70936,14677,0.002875832,0.0006626360000000001,2,0.418293363,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,64
90262,2020/5/10,269,65,1883,5481,776,746,22,97,70936,14677,0.003792151,0.000916361,2,0.412108338,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,125
90265,2020/3/22,2,3,644,39858,206,564,206,73,18389,170,0.000108761,0.00016319999999999998,2,0.319875776,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,12
90265,2020/3/29,1,3,654,45149,209,722,342,67,18389,170,5.44e-05,0.00016319999999999998,2,0.319571865,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,9
90265,2020/4/5,13,12,646,26148,254,816,135,85,18389,170,0.0007069439999999999,0.0006526030000000001,2,0.393188854,45.0,25.0,47.0,-45.0,-21.0,-42.0,-52.0,-49.0,22.0,10
90265,2020/4/12,22,9,586,22083,254,920,76,92,18389,170,0.001196367,0.000489482,2,0.433447099,42.0,21.0,40.0,-53.0,-28.0,-59.0,-58.0,-52.0,25.0,7
90265,2020/4/19,30,10,549,27816,230,943,104,90,18389,170,0.00163141,0.000543863,2,0.418943534,49.0,23.0,49.0,-53.0,-23.0,-44.0,-52.0,-47.0,22.0,9
90265,2020/4/26,37,7,585,21882,215,866,95,90,18389,170,0.002012072,0.000380682,2,0.367521368,54.0,25.0,55.0,-55.0,-19.0,-39.0,-51.0,-46.0,21.0,5
90265,2020/5/3,46,9,541,19173,218,928,57,94,18389,170,0.002501495,0.000489443,2,0.402957486,59.0,26.0,59.0,-50.0,-16.0,-34.0,-47.0,-45.0,19.0,4
90265,2020/5/10,51,5,559,9750,234,1026,24,97,18389,170,0.002773397,0.000271941,2,0.418604651,67.0,28.0,68.0,-47.0,-9.0,-27.0,-44.0,-43.0,18.0,0
90266,2020/3/22,7,6,1253,19267,545,912,11,98,35573,9037,0.000196778,0.0001686,2,0.434956105,58.0,37.0,55.0,-35.0,-3.0,-28.0,-39.0,-33.0,16.0,19
90266,2020/3/29,27,20,1211,38310,571,1182,6,99,35573,9037,0.0007590030000000001,0.000562157,2,0.471511148,45.0,27.0,46.0,-45.0,-21.0,-38.0,-51.0,-46.0,22.0,8
